,search_title,database,result_title,authors,citation,venue,abstract,keywords
-1,Specification of Timed EFSM Fault Models in SDL,Springer,Specification of timed EFSM fault models in SDL,"Batth, Samrat S., Elisangela Rodrigues Vieira, A. Cavalli, and M. Ümit Uyar",24," In <i>International Conference on Formal Techniques for Networked and Distributed Systems</i>, pp. 50-65. Springer Berlin Heidelberg, 2007.","<h2 class=""Heading"">Abstract</h2><p class=""Para"">In this paper, we apply our timing fault modeling strategy to writing formal specifications for communication protocols. Using the formal language of Specification and Description Language (SDL), we specify the <span class=""Literal"">Controller</span> process of <em class=""EmphasisTypeItalic "">rail-road crossing system</em>, a popular benchmark for real-time systems. Our extended finite state machine (EFSM) model has the capability of representing a class of timing faults, which otherwise may not be detected in an IUT. <em class=""EmphasisTypeItalic "">Hit-or-Jump</em> algorithm is applied to the SDL specification based on our EFSM model to generate a test sequence that can detect these timing faults. This application of fault modeling into SDL specification ensures the synchronization among the timing constraints of different processes, and enables generation of portable test sequences since they can be easily represented in other formal notations such as TTCN or MSC.</p>","<h3 class=""Heading"">Keywords</h3><span class=""Keyword"">Extended Finite State Machines&nbsp;</span><span class=""Keyword"">Timing Fault Models&nbsp;</span><span class=""Keyword"">SDL&nbsp;</span><span class=""Keyword"">Hit-or-Jump&nbsp;</span>"
-1,Genes and Bacteria for Automatic Test Cases Optimization in the .NET Environment,ieeexplore,Genes and bacteria for automatic test cases optimization in the. net environment,"Baudry, Benoit, Franck Fleurey, J-M. Jézéquel, and Yves Le Traon",72," In <i>Software Reliability Engineering, 2002. ISSRE 2003. Proceedings. 13th International Symposium on</i>, pp. 195-206. IEEE, 2002.","The level of confidence in a software component is often linked to the quality of its test cases. This quality can in turn be evaluated with mutation analysis: faulty components (mutants) are systematically generated to check the proportion of mutants detected (""killed"") by the test cases. But while the generation of basic test cases set is easy, improving its quality may require prohibitive effort. We focus on the issue of automating the test optimization. We looked at genetic algorithms to solve this problem and modeled it as follows: a test case can be considered as a predator while a mutant program is analogous to a prey. The aim of the selection process is to generate test cases able to kill as many mutants as possible. To overcome disappointing experimentation results on the studied .NET system, we propose a slight variation on this idea, no longer at the ""animal"" level (lions killing zebras) but at the bacteriological level. The bacteriological level indeed better reflects the test case optimization issue: it introduces a memorization function and suppresses the crossover operator. We describe this model and show how it behaves on the case study.",
-1,Trustable Components: Yet Another Mutation-Based Approach,Springer,Trustable components: Yet another mutation-based approach,"Baudry, Benoit, Vu Le Hanh, Jean-Marc Jézéquel, and Yves Le Traon",29," In <i>Mutation testing for the new century</i>, pp. 47-54. Springer US, 2001.","
                          <h2 class=""Heading"">Abstract</h2>
                          <div class=""Para"">This paper presents the use of mutation analysis as the main qualification technique for:
            <div class=""UnorderedList""><ul class=""UnorderedListMarkDash""><li>
                                <p class=""Para"">estimating and automatically enhancing a test set (using genetic algorithms),</p>
                              </li><li>
                                <p class=""Para"">qualifying and improving a component’s contracts (that is the specification facet)</p>
                              </li><li>
                                <p class=""Para"">measuring the impact of contractable robust components on global system robustness and reliability.</p>
                              </li></ul></div>
            The methodology is based on an integrated design and test approach for 00 software components. It is dedicated to design-by-contract, where the specification is systematically derived into executable assertions called contracts (invariant properties, pre/postconditions of methods). The testing-for-trust approach, using the mutation analysis, checks the consistency between specification, implementation and tests. It points out the tests lack of efficiency but also the lack of precision of the contracts. The feasibility of components validation by mutation analysis and its usefulness for test generation are studied as well as the robustness of trustable and self-testable components into an infected environment.</div>
                        ",
-1,Basic Operations for Generating Behavioral Mutants,ieeexplore,Basic operations for generating behavioral mutants,"Belli, Fevzi, Christof J. Budnik, and W. Eric Wong",35," In <i>Mutation Analysis, 2006. Second Workshop on</i>, pp. 9-9. IEEE, 2006.","This paper attempts to subsume the existing great variety of mutation operations to two basic operations, insertion and omission and their combinations. These basic operations are applied to different elements of graph-based models of increasing representation power. A case study applies the approach to these models for generating mutants of different features and compares the fault detection capacity of the mutants generated.",
-1,A Technique for Mutation of Java Objects,ieeexplore,A technique for mutation of Java objects,"Bieman, James M., Sudipto Ghosh, and Roger T. Alexander",29," In <i>Automated Software Engineering, 2001.(ASE 2001). Proceedings. 16th Annual International Conference on</i>, pp. 337-340. IEEE, 2001.","Mutation analysis inserts faults into a program to create test sets that distinguish the mutant from the original program. Inserted faults must represent plausible errors. Standard transformations can mutate scalar values such as integers, floats, and character data. Mutating objects is an open problem, because object semantics are defined by the programmer and can vary widely. We develop mutation operators and support tools that can mutate Java library items that are heavily used in commercial software. Our mutation engine can support reusable libraries of mutation components to inject faults into objects that instantiate items from these common Java libraries. Our technique should be effective for evaluating real-world software testing suites.",
?,Mutation of Model Checker Specifications for Test Generation and Evaluation,Springer,Mutation of model checker specifications for test generation and evaluation,"Black, Paul E., Vadim Okun, and Yaacov Yesha",39," In <i>Mutation testing for the new century</i>, pp. 14-20. Springer US, 2001.","
                          <h2 class=""Heading"">Abstract</h2>
                          <p class=""Para"">Mutation analysis on model checking specifications is a recent development. This approach mutates a specification, then applies a model checker to compare the mutants with the original specification to automatically generate tests or evaluate coverage. The properties of specification mutation operators have not been explored in depth. We report our work on theoretical and empirical comparison of these operators. Our future plans include studying how the form of a specification influences the results, finding relations between different operators, and validating the method against independent metrics.</p>
                        ","
                          <h3 class=""Heading"">Keywords</h3>
                          <span class=""Keyword"">specification mutation</span>
                          <span class=""Keyword"">mutation operators</span>
                          <span class=""Keyword"">test generation</span>
                          <span class=""Keyword"">model checking.</span>
                        "
-1,Evaluation of Test Code Quality with Aspect-Oriented Mutations,Springer,Evaluation of test code quality with aspect-oriented mutations,"Bogacki, Bartosz, and Bartosz Walter",9," In <i>International Conference on Extreme Programming and Agile Processes in Software Engineering</i>, pp. 202-204. Springer Berlin Heidelberg, 2006.","<h2 class=""Heading"">Abstract</h2><p class=""Para"">Along with growing popularity of agile methodologies and open source movement, unit testing has become one of the core practices in modern software engineering. It is particularly important in eXtreme Programming [1], which explicitly diminish the importance of other artifacts than source code and tests cases. In XP unit test cases not only verify if software meets functional requirements, but also enable refactoring, alleviate comprehension and provide guidance on how the production code should be used. Therefore, they contribute to many other important practices of XP, which explicitly or implicitly rely on their ability to effectively discover bugs.</p>",
-1,A Mutation Model for the SystemC TLM2.0 Communication Interfaces,acm,A mutation model for the SystemC TLM 2.0 communication interfaces,"Bombieri, Nicola, Franco Fummi, and Graziano Pravadelli",51," In <i>Proceedings of the conference on Design, automation and test in Europe</i>, pp. 396-401. ACM, 2008.","
<div style=""margin-left:10px; margin-top:10px; margin-right:10px; margin-bottom: 10px;"" class=""tabbody"">

             <div style=""display:inline""><p>Mutation analysis is a widely-adopted strategy in software testing with two main purposes: measuring the quality of test suites, and identifying redundant code in programs. Similar approaches are applied in hardware verification and testing too, especially at RTL or gate level, where mutants are generally referred as faults, and mutation analysis is performed by means of fault modeling and fault simulation. However, in modern embedded systems there is a close integration between HW and SW parts, and verification strategies should be applied early in the design flow. This requires the definition of new mutation analysis-based strategies that work at system level, where HW and SW functionalities are not partitioned yet. In this context, the paper proposes a mutation model for perturbing transaction level modeling (TLM) SystemC descriptions. In particular, the main constructs provided by the SystemC TLM 2.0 library have been analyzed, and a set of mutants is proposed to perturb the primitives related to the TLM communication interfaces.</p></div> 
            

            </div>
          ",
-1,Reference Manual for Ada Mutant Operators,"JH Bowser - Georiga Institute of Technology, Atlanta, Georgia,  …, 1988",Reference manual for Ada mutant operators,"Bowser, John H",25," <i>Georiga Institute of Technology, Atlanta, Georgia, Technique Report GITSERC-88/02</i> (1988).",,
-1,ExMAn: A Generic and Customizable Framework for Experimental Mutation Analysis,ieeexplore,Exman: A generic and customizable framework for experimental mutation analysis. Mutation Analysis,"Bradbury, J. S., J. R. Cordy, and J. Dingel",21," In <i>Workshop on, 0</i>, vol. 4. 2006.","Current mutation analysis tools are primarily used to compare different test suites and are tied to a particular programming language. In this paper we present the ExMAn experimental mutation analysis framework - ExMAn is automated, general and flexible and allows for the comparison of different quality assurance techniques such as testing, model checking, and static analysis. The goal of ExMAn is to allow for automatic mutation analysis that can be reproduced by other researchers. After describing ExMAn, we present a scenario of using ExMAn to compare testing with static analysis of temporal logic properties. We also provide both the benefits and the current limitations of using our framework.",
-1,Mutation Operators for Concurrent Java (J2SE 5.0),ieeexplore,Mutation operators for concurrent Java (J2SE 5.0),"Bradbury, Jeremy S., James R. Cordy, and Juergen Dingel",78," In <i>Mutation Analysis, 2006. Second Workshop on</i>, pp. 11-11. IEEE, 2006.","The current version of Java (J2SE 5.0) provides a high level of support for concurreny in comparison to previous versions. For example, programmers using J2SE 5.0 can now achieve synchronization between concurrent threads using explicit locks, semaphores, barriers, latches, or exchangers. Furthermore, built-in concurrent data structures such as hash maps and queues, built-in thread pools, and atomic variables are all at the programmer's disposal. We are interested in using mutation analysis to evaluate, compare and improve quality assurance techniques for concurrent Java programs. Furthermore, we believe that the current set of method mutation operators and class operators proposed in the literature are insufficient to evaluate concurrent Java source code because the majority of operators do not directly mutate the portions of code responsible for synchronization. In this paper we will provide an overview of concurrency constructs in J2SE 5.0 and a new set of concurrent mutation operators. We will justify the operators by categorizing them with an existing bug pattern taxonomy for concurrency. Most of the bug patterns in the taxonomy have been used to classify real bugs in a benchmark of concurrent Java applications.",
-1,Comparative Assessment of Testing and Model Checking Using Program Mutation,ieeexplore,Comparative assessment of testing and model checking using program mutation,"Bradbury, Jeremy S., James R. Cordy, and Juergen Dingel",25," In <i>Testing: Academic and Industrial Conference Practice and Research Techniques-MUTATION, 2007. TAICPART-MUTATION 2007</i>, pp. 210-222. IEEE, 2007.","Developing correct concurrent code is more difficult than developing correct sequential code. This difficulty is due in part to the many different, possibly unexpected, executions of the program, and leads to the need for special quality assurance techniques for concurrent programs such as randomized testing and state space exploration. In this paper an approach is used that assesses testing and formal analysis tools using metrics to measure the effectiveness and efficiency of each technique at finding concurrency bugs. Using program mutation, the assessment method creates a range of faulty versions of a program and then evaluates the ability of various testing and formal analysis tools to detect these faults. The approach is implemented and automated in an experimental mutation analysis framework (ExMAn) which allows results to be more easily reproducible. To demonstrate the approach, we present the results of a comparison of testing using the IBM tool ConTest and model checking using the NASA tool Java PathFinder (JPF).",
-1,MutateMe,P Brady - 2007,eer WVW,"No, JJw",3,,,
-1,Two Notions of Correctness and Their Relation to Testing,Springer,Two notions of correctness and their relation to testing,"Budd, Timothy A., and Dana Angluin",212," <i>Acta informatica</i> 18, no. 1 (1982): 31-45.","<h2 class=""Heading"">Summary</h2><p class=""Para"">We consider two interpretations for what it means for test data to demonstrate correctness. For each interpretation, we examine under what conditions data sufficient to demonstrate correctness exists, and whether it can be automatically detected and/or generated. We establish the relation between these questions and the problem of deciding equivalence of two programs.</p>",
-1,The Design of a Prototype Mutation System for Program Testing,"TA Budd, RJ Lipton, <a href=""/citations?user=Pil9rEEAAAAJ&amp;hl=en&amp;oi=sra"">R DeMillo</a>, F Sayward - afips, 1899 - IEEE",The design of a prototype mutation system for program testing,"Budd, Timothy A., Richard J. Lipton, Richard DeMillo, and Frederick Sayward",112," In <i>afips</i>, p. 623. IEEE, 1899.",,
-1,Theoretical and Empirical Studies on Using Program Mutation to Test the Functional Correctness of Programs,acm,Theoretical and empirical studies on using program mutation to test the functional correctness of programs,"Budd, Timothy A., Richard A. DeMillo, Richard J. Lipton, and Frederick G. Sayward",174," In <i>Proceedings of the 7th ACM SIGPLAN-SIGACT symposium on Principles of programming languages</i>, pp. 220-233. ACM, 1980.","
<div style=""margin-left:10px; margin-top:10px; margin-right:10px; margin-bottom: 10px;"" class=""tabbody"">

             <div style=""display:inline"">
<p>In testing for program correctness, the standard approaches
[11,13,21,22,23,24,34] have centered on finding data D, a finite
subset of all possible inputs to program P, such that</p>

<p>1) if for all x in D, P(x) = f(x), then P* = f</p>

<p>where f is a partial recursive function that specifies the
intended behavior of the program and P* is the function actually
computed by program P. A major stumbling block in such
formalizations has been that the conclusion of (1) is so strong
that, except for trivial classes of programs, (1) is bound to be
formally undecidable [23].</p>

<p>There is an undeniable tendency among practitioners to consider
program testing an ad hoc human technique: one creates test data
that intuitively seems to capture some aspect of the program,
observes the program in execution on it, and then draws conclusions
on the program's correctness based on the observations. To augment
this undisciplined strategy, techniques have been proposed that
yield quantitative information on the degree to which a program has
been tested. (See Goodenough [14] for a recent survey.) Thus the
tester is given an inductive basis for confidence that (1) holds
for the particular application. Paralleling the undecidability of
deductive testing methods, the inductive methods all have had
trivial examples of failure [14,18,22,23].</p>

<p>These deductive and inductive approaches have had a common
theme: all have aimed at the strong conclusion of (1). Program
mutation [1,7,9,27], on the other hand, is a testing technique that
aims at drawing a weaker, yet quite realistic, conclusion of the
following nature:</p>

<p>(2) if for all x in D, P(x) = f(x), then P* = f OR P is
""pathological.""</p>

<p>To paraphrase,</p>

<p>3) if P is not pathological and P(x) = f(x) for all x in D then
P* = f.</p>

<p>Below we will make precise what is meant by ""P is pathological"";
for now it suffices to say that P not pathological means that P was
written by a competent programmer who had a good understanding of
the task to be performed. Therefore if P does not realize f it is
""close"" to doing so. This underlying hypothesis of program mutation
has become known as the <i>competent programmer hypothesis</i>:
either P* = f or some program Q ""close"" to P has the property Q* =
f.</p>

<p>To be more specific, program mutation is a testing method that
proposes the following version of correctness testing:</p>

<p>Given that P was written by a competent programmer, find test
data D for which P(D) = f(D) implies P* = f.</p>

<p>Our method of developing D, assuming either P or some program
close to P is correct, is by eliminating the alternatives. Let
&amp;phis; be the set of programs close to P. We restate the method
as follows:</p>

<p>Find test data D such that:</p>

<p>i) for all x in D P(x) = f(x) and</p>

<p>ii) for all Q in &amp;phis; either Q* = P* or for some x in D,
Q(x) ≠ P(x).</p>

<p>If test data D can be developed having properties (i) and (ii),
then we say that D <i>differentiates</i> P from &amp;phis;,
alternatively P passes the &amp;phis; mutant test.</p>

<p>The goal of this paper is to study, from both theoretical and
experimental viewpoints, two basic questions:</p>

<p><i>Question 1:</i> If P is written by a competent programmer and
if P passes the &amp;phis; mutant test with test data D, does P* =
f?</p>

<p>Note that, after formally defining &amp;phis; for P in a fixed
programming language L, an affirmative answer to question 1 reduces
to showing that the competent programmer hypothesis holds for this
L and &amp;phis;.</p>

<p>We have observed that under many natural definitions of
&amp;phis; there is often a strong coupling between members of
&amp;phis; and a small subset µ. That is, often one can
reduce the problem of finding test data that differentiates P from
&amp;phis; to that of finding test data that differentiates P from
µ. We will call this subset µ the <i>mutants</i> of P
and the second question we will study involves the so-called
<i>coupling effect</i> [9]:</p>

<p><i>Question 2</i> (Coupling Effect): If P passes the µ
mutant test with data D, does P pass the &amp;phis; mutant test
with data D?</p>

<p>Intuitively, one can think of µ as representing the
programs that are ""very close"" to P.</p>

<p>In the next section we will present two types of theoretical
results concerning the two questions above: general results
expressed in terms of properties of the language class L, and
specific results for a class of decision table programs and for a
subset of LISP. Portions of the work on decision tables and LISP
have appeared elsewhere [5,6], but the presentations given here are
both simpler and more unified. In the final section we present a
system for applying program mutation to FORTRAN and we introduce a
new type of software experiment, called a ""beat the system",
-1,Program Testing by Specification Mutation,Elsevier,Program testing by specification mutatio,"Gopal, Ajei, and Timothy Budd",70,". Department of Computer Science, University of Arizona, 1983.",,<span>Testing</span>
-1,EXPER Implementor Guide,ieeexplore,A guide to using the identity selector interoperability profile v1. 5 within web applications and browsers,"Jones, Michael B",315, <i>Microsoft Corporation</i> (2008): 79.,"The authors give a brief introduction to mutation analysis. They they discuss Mothra, emphasizing how it interacts with the tester. The authors present some major problems with using mutation analysis and discuss possible solutions. They conclude with a solution to one of these problems-a method of automatically generating mutation-adequate data.",
-1,Users Guide to the Pilot Mutation System,"T Budd, F Sayward - Yale University, New Haven, Connecticut, Technique  …, 1977",Users guide to the Pilot mutation system,"Budd, Tim, and Fred Sayward",25," <i>Yale University, New Haven, Connecticut, Technique Report</i> 114 (1977).",,
-1,Mutation-Based Testing of Concurrent Programs,ieeexplore,Mutation-based testing of concurrent programs,"Carver, Richard",28," In <i>Test Conference, 1993. Proceedings., International</i>, pp. 845-853. IEEE, 1993.","Mutation-based software testing is a powerful technique for testing software systems. It requires executing many slightly different versions of the same program to evaluate the quality of the test cases used to test the program. Mutation-based testing has been applied to sequential software; however, problems are encountered when it is applied to concurrent programs. These problems are a product of the nondeterminism inherent in the executions of concurrent programs. In this paper, we describe a general approach to testing and debugging concurrent programs, called deterministic execution testing and debugging. We then describe a combination of deterministic execution testing and mutation-based testing, called deterministic execution mutation testing (DEMT), and illustrate the DEMT approach with an example.",
-1,Fault-Based Testing of Database Application Programs with Conceptual Data Model,ieeexplore,Fault-based testing of database application programs with conceptual data model,"Chan, W. K., Shing Chi Cheung, and T. H. Tse",73," In <i>Quality Software, 2005.(QSIC 2005). Fifth International Conference on</i>, pp. 187-196. IEEE, 2005.","Database application programs typically contain program units that use SQL statements to manipulate records in database instances. Testing the correctness of data manipulation by these programs is challenging. When a tester provides a database instance to test such a program, the program unit may output faulty SQL statements and, hence, manipulate inappropriate database records. Nonetheless, these failures may only be revealed in very specific database instances. This paper proposes to integrate SQL statements and the conceptual data models of an application for fault-based testing. It proposes a set of mutation operators based on the standard types of constraint used in the enhanced entity-relationship model. These operators are semantic in nature. This semantic information guides the construction of affected attributes and join conditions of mutants. The usefulness of our proposal is illustrated by an example in which a missing-record fault is revealed.","
<strong class=""ng-binding"">Author Keywords </strong>
<div>
<!-- ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.semantic mutants..QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">semantic mutants.</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.database application testing.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">database application testing</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.fault-based testing.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">fault-based testing</a>
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index -->
</div>
"
-1,Applying Mutation Analysis for Object-Oriented Programs Using a Reflective Approach,ieeexplore,Applying mutation analysis for object-oriented programs using a reflective approach,"Chevalley, Philippe",48," In <i>Software Engineering Conference, 2001. APSEC 2001. Eighth Asia-Pacific</i>, pp. 267-270. IEEE, 2001.","This paper presents a mutation analysis tool based on a reflective macro system. Mutation analysis is a powerful and computationally expensive technique that measures the effectiveness of test cases for revealing faults. The principal expense of mutation analysis is that many faulty versions of the program under test, called mutants, must be repeatedly executed. This technique has originally been developed in the framework of procedural programs, and should be revisited to consider some types of faults likely to appear in object-oriented environments. The mutation system detailed in this paper deals with object-oriented concepts introduced in the Java programming language, and is able to generate automatically mutant programs according to 20 types of object-oriented faults.",
-1,A Mutation Analysis Tool for Java Programs,Springer,A mutation analysis tool for Java programs,"Chevalley, Philippe, and Pascale Thévenod-Fosse",76," <i>International Journal on Software Tools for Technology Transfer (STTT)</i> 5, no. 1 (2003): 90-103.","<h2 class=""Heading"">Abstract</h2><p class=""Para"">Program mutation is a fault-based technique for measuring the effectiveness of test cases that, although powerful, is computationally expensive. The principal expense of mutation is that many faulty versions of the program under test, called mutants, must be created and repeatedly executed. This paper describes a tool, called JavaMut, that implements 26 traditional and object-oriented mutation operators for supporting mutation analysis of Java programs. The current version of that tool is based on syntactic analysis and reflection for implementing mutation operators. JavaMut is interactive; it provides a graphical user interface to make mutation analysis faster and less painful. Thanks to such automated tools, mutation analysis should be achieved within reasonable costs. </p>","<h3 class=""Heading"">Keywords</h3><span class=""Keyword"">Test case evaluation&nbsp;</span><span class=""Keyword"">Mutation analysis&nbsp;</span><span class=""Keyword"">Mutation operators&nbsp;</span><span class=""Keyword"">Object-oriented programming&nbsp;</span><span class=""Keyword"">Java&nbsp;</span><span class=""Keyword"">Reflective systems&nbsp;</span><span class=""Keyword"">OpenJava &nbsp;</span>"
-1,High-Performance Mutation Testing,Elsevier,High-Performance Mutation Testing,Choi Byoungju,63,jss,,
-1,The SESAME Experience: From Assembly Languages to Declarative Models,ieeexplore,The SESAME experience: from assembly languages to declarative models,"Crouzet, Yves, Helene Waeselynck, Benjamin Lussier, and David Powell",21," In <i>Mutation Analysis, 2006. Second Workshop on</i>, pp. 7-7. IEEE, 2006.","SESAME (Software Environment for Software Analysis by Mutation Effects) is a fault injection tool using mutation as the target fault model. It has been used for 15 years to support dependability research at LAAS-CNRS. A salient feature of SESAME is that it is multi-language. This made it possible to inject faults into software written in assembly languages, procedural languages (Pascal, C), a data-flow language (LUSTRE), as well as in a declarative language for temporal planning in robotics. This paper provides an overview of the tool, and reports on its use in experimental research addressing either fault removal or fault tolerance topics.",
-1,Software Error Analysis: A Real Case Study Involving Real Faults and Mutations,acm,Software error analysis: a real case study involving real faults and mutations,"Daran, Murial, and Pascale Thévenod-Fosse",143," In <i>ACM SIGSOFT Software Engineering Notes</i>, vol. 21, no. 3, pp. 158-171. ACM, 1996.","
<div style=""margin-left:10px; margin-top:10px; margin-right:10px; margin-bottom: 10px;"" class=""tabbody"">

             <div style=""display:inline"">The paper reports on a first experimental comparison of software errors generated by real faults and by 1st-order mutations. The experiments were conducted on a program developed by a student from the industrial specification of a critical software from the civil nuclear field. Emphasis was put on the analysis of errors produced upon activation of 12 real faults by focusing on the mechanisms of error creation, masking, and propagation up to failure occurrence, and on the comparison of these errors with those created by 24 mutations. The results involve a total of 3730 errors recorded from program execution traces: 1458 errors were produced by the real faults, and the 2272 others by the mutations. They are in favor of a suitable consistency between errors generated by mutations and by real faults: 85% of the 2272 errors due to the mutations were also produced by the real faults. Moreover, it was observed that although the studied mutations were simple faults, they can create erroneous behaviors as complex as those identified for the real faults. This lends support to the representativeness of errors due to mutations.</div> 
            

            </div>
          ",ACM SIGSOFT Software Engineering Notes
-1,AjMutator: A Tool for the Mutation Analysis of AspectJ Pointcut Descriptors,ieeexplore,AjMutator: a tool for the mutation analysis of AspectJ pointcut descriptors,"Delamare, Romain, Benoit Baudry, and Yves Le Traon",40," In <i>Software Testing, Verification and Validation Workshops, 2009. ICSTW'09. International Conference on</i>, pp. 200-204. IEEE, 2009.","Aspect-oriented programming introduces new challenges for software testing. Inparticular the pointcut descriptor (PCD) requires particular attention fromtesters. The PCD describes the set of joinpoints where the advices are woven.In this paper we present a tool, AjMutator, for the mutation analysis of PCDs.AjMutator implements several mutation operators that introduce faults in thePCDs to generate a set of mutants. AjMutator classifies the mutants accordingto the set of joinpoints they match compared to the set of joinpoints matchedby the initial PCD. An interesting result is that this automaticclassification can identify equivalent mutants for a particular class of PCDs.AjMutator can also run a set of test cases on the mutants to give a mutationscore. We have applied AjMutator on two systems to show that this tool issuitable for the mutation analysis of PCDs on large AspectJ systems.","
<strong class=""ng-binding"">Author Keywords </strong>
<div>
<!-- ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.pointcut descriptors.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">pointcut descriptors</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.mutation analysis.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">mutation analysis</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.aspect-oriented programming.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">aspect-oriented programming</a>
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index -->
</div>
"
-1,ProteumA Tool for the Assessment of Test Adequacy for C Programs,"<a href=""/citations?user=htqWT0IAAAAJ&amp;hl=en&amp;oi=sra"">ME Delamaro</a>, <a href=""/citations?user=78aU9DcAAAAJ&amp;hl=en&amp;oi=sra"">JC Maldonado</a>, <a href=""/citations?user=DdQMeHoAAAAJ&amp;hl=en&amp;oi=sra"">AP Mathur</a> - PCS, 1996 - inf.ufpr.br",Proteum-A Tool for the Assessment of Test Adequacy for C Programs User’s guide,"Delamaro, Márcio Eduardo, José Carlos Maldonado, and A. P. Mathur",223," In <i>PCS</i>, vol. 96, pp. 79-95. 1996.",,
-1,Interface Mutation: Assessing Testing Quality at Interprocedural Level,ieeexplore,Interface mutation: Assessing testing quality at interprocedural level,"Delamaro, Márcio, and Jose Carlos Maldonado",21," In <i>Computer Science Society, 1999. Proceedings. SCCC'99. XIX International Conference of the Chilean</i>, pp. 78-86. IEEE, 1999.","Software testing is one of the hardest and most expensive activities in software development. The need for test adequacy criteria is widely recognized. Several of them, together with software tools to support them, have been proposed. However, in most cases such criteria and tools aim at unit testing only. Other testing phases, like integration testing have few automated aids. Interface mutation is a new criterion for interprocedural test quality assessment based on mutations. This paper focuses on a testing tool named PROTEUM/IM that supports interface mutation for C programs.",
-1,Integration Testing Using Interface Mutation,ieeexplore,Integration testing using interface mutation,"Delamaro, Marcio Eduardo, José Carlos Maldonado, and Aditya P. Mathur",75," In <i>Software Reliability Engineering, 1996. Proceedings., Seventh International Symposium on</i>, pp. 112-121. IEEE, 1996.",A criterion for assessing the adequacy of test sets during integration testing is proposed. The criterion is based on a testing technique named Interface Mutation. The technique itself is designed to be scalable with the size of the software under test; the size being measured in the number of subsystems integrated. Using Interface Mutation it is possible to assess the adequacy of tests incrementally while integrating various subsystems. Also reported are results from a pilot experiment conducted to study the cost and error defection effectiveness of Interface Mutation.,
-1,Interface Mutation: An Approach for Integration Testing,ieeexplore,Interface mutation: An approach for integration testing,"Delamaro, Marcio Eduardo, J. C. Maidonado, and Aditya P. Mathur",262," <i>IEEE transactions on software engineering</i> 27, no. 3 (2001): 228-247.","The need for test adequacy criteria is widely recognized. Several criteria have been proposed for the assessment of adequacy of tests at the unit level. However, there remains a lack of criteria for the assessment of the adequacy of tests generated during integration testing. We present a mutation based interprocedural criterion, named Interface Mutation (IM), suitable for use during integration testing. A case study to evaluate the proposed criterion is reported. In the study, the UNIX sort utility was seeded with errors and Interface Mutation evaluated by measuring the cost of its application and its error revealing effectiveness. Alternative IM criteria using different sets of Interface Mutation operators were also evaluated. While comparing the error revealing effectiveness of these Interface Mutation-based test sets with same size randomly generated test sets, we observed that in most cases Interface Mutation based test sets are superior. The results suggest that Interface Mutation offers a viable test adequacy criteria for use at the integration level.",
